GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000215014	1	1500355	1521373	87	8	361193	1.3375	0.090522	AL645728.1
ENSG00000228594	1	1523392	1545476	49	7	361187	-0.78602	0.78407	C1orf233
ENSG00000197530	1	1540795	1575990	54	9	361192	0.010651	0.49575	MIB2
ENSG00000189409	1	1557474	1580639	23	5	361190	0.035947	0.48566	MMP23B
ENSG00000248333	1	1560603	1600473	39	7	361190	0.35107	0.36277	CDK11B
ENSG00000189339	1	1582939	1634167	84	14	361191	-0.21243	0.58411	SLC35E2B
ENSG00000008128	1	1624169	1665766	79	12	361191	0.29483	0.38406	CDK11A
ENSG00000215790	1	1646277	1687431	107	15	361188	0.65112	0.25748	SLC35E2
ENSG00000008130	1	1672671	1721896	126	26	361192	1.2384	0.10778	NADK
ENSG00000078369	1	1706729	1832495	244	43	361193	1.6609	0.048366	GNB1
ENSG00000169885	1	1836266	1858735	71	14	361194	-0.12887	0.55127	CALML6
ENSG00000178821	1	1839029	1860712	69	12	361194	-0.69601	0.75679	TMEM52
ENSG00000142609	1	1843396	1945276	421	39	361193	0.37682	0.35315	C1orf222
ENSG00000187730	1	1940780	1972192	90	24	361193	0.63182	0.26375	GABRD
ENSG00000067606	1	1971909	2126834	680	65	361194	2.7456	0.0030203	PRKCZ
ENSG00000162585	1	2105903	2154159	178	46	361194	3.9262	4.3148e-05	C1orf86
ENSG00000269554	1	2111237	2133179	62	20	361194	3.1424	0.00083772	AL590822.2
ENSG00000203301	1	2133360	2155620	97	32	361194	3.9199	4.4286e-05	AL590822.1
ENSG00000157933	1	2150134	2251558	420	94	361193	6.8212	4.5146e-12	SKI
ENSG00000116151	1	2242692	2333146	488	77	361194	4.3177	7.884e-06	MORN1
ENSG00000269753	1	2248581	2269042	135	42	361194	3.6733	0.00011974	AL589739.1
ENSG00000157916	1	2313267	2346883	136	44	361194	2.0433	0.020512	RER1
ENSG00000157911	1	2326236	2355236	140	42	361194	1.1622	0.12257	PEX10
ENSG00000149527	1	2347419	2446969	532	89	361194	-0.37332	0.64554	PLCH2
ENSG00000157881	1	2429972	2468039	183	36	361194	-0.63762	0.73814	PANK4
ENSG00000197921	1	2450184	2471684	101	33	361194	-0.23864	0.59431	HES5
ENSG00000157873	1	2477078	2506821	119	31	361194	0.034881	0.48609	TNFRSF14
ENSG00000157870	1	2507930	2532908	127	22	361194	0.15282	0.43927	FAM213B
ENSG00000142606	1	2512078	2574481	289	25	361194	-0.0204	0.50814	MMEL1
ENSG00000215912	1	2557415	2728286	557	29	361194	0.7702	0.22059	TTC34
ENSG00000169717	1	2928046	2949465	106	18	361194	3.3107	0.00046538	ACTRT2
ENSG00000142611	1	2975732	3365185	2007	224	361194	6.3569	1.0296e-10	PRDM16
ENSG00000130762	1	3360990	3407677	178	27	361193	2.7701	0.0028023	ARHGEF16
ENSG00000162591	1	3396484	3538059	658	100	361193	1.4998	0.06683	MEGF6
ENSG00000158109	1	3531566	3556691	96	19	361194	0.30644	0.37964	TPRG1L
ENSG00000116213	1	3537331	3579325	149	30	361194	0.60096	0.27393	WRAP73
ENSG00000078900	1	3559084	3662765	415	76	361193	1.6056	0.054186	TP73
ENSG00000162592	1	3658962	3698209	203	35	361194	1.7374	0.041163	CCDC27
ENSG00000235169	1	3679352	3702546	146	20	361193	1.6816	0.046324	SMIM1
ENSG00000130764	1	3686784	3723068	222	28	361194	1.6513	0.049344	LRRC47
ENSG00000116198	1	3718645	3783778	351	25	361194	2.3311	0.0098748	CEP104
ENSG00000169598	1	3763845	3811993	297	35	361194	2.3181	0.010221	DFFB
ENSG00000198912	1	3795689	3826857	160	23	361194	1.6549	0.048968	C1orf174
ENSG00000196581	1	4704792	4862594	977	130	361194	0.17151	0.43191	AJAP1
ENSG00000131697	1	5912871	6062533	668	47	361194	1.371	0.085187	NPHP4
ENSG00000069424	1	6041526	6171253	538	75	361193	1.0227	0.15322	KCNAB2
ENSG00000268332	1	6090630	6111399	100	30	361194	0.95559	0.16964	AL035406.1
ENSG00000116254	1	6151853	6250183	466	55	361194	0.40354	0.34328	CHD5
ENSG00000116251	1	6231329	6279449	187	28	361194	1.301	0.096629	RPL22
ENSG00000158286	1	6255535	6291359	140	25	361194	1.9346	0.026522	RNF207
ENSG00000116237	1	6271253	6306032	127	21	361194	1.9288	0.026879	ICMT
ENSG00000173673	1	6294252	6315638	52	17	361194	1.3758	0.084438	HES3
ENSG00000158292	1	6297406	6331035	84	17	361194	0.33727	0.36796	GPR153
ENSG00000097021	1	6314329	6464451	750	38	361194	1.8741	0.030458	ACOT7
ENSG00000069812	1	6462478	6494730	166	18	361194	2.5757	0.0050018	HES2
ENSG00000187017	1	6474848	6531430	247	29	361194	3.1705	0.00076078	ESPN
ENSG00000215788	1	6511211	6536255	98	24	361194	3.1783	0.0007407	TNFRSF25
ENSG00000171680	1	6516152	6590121	284	47	361194	2.8622	0.0021032	PLEKHG5
ENSG00000162408	1	6571407	6624595	179	25	361194	1.8663	0.031001	NOL9
ENSG00000173662	1	6605241	6649817	141	35	361194	2.2093	0.013576	TAS1R1
ENSG00000204859	1	6630061	6659340	111	45	361194	2.6828	0.0036509	ZBTB48
ENSG00000162413	1	6640784	6684667	146	35	361194	2.3232	0.010085	KLHL21
ENSG00000116273	1	6663745	6694093	88	22	361194	2.1016	0.017794	PHF13
ENSG00000041988	1	6674926	6705646	106	26	361194	2.0776	0.018873	THAP3
ENSG00000007923	1	6684228	6771984	285	36	361194	2.1241	0.016832	DNAJC11
ENSG00000171735	1	6835384	7839766	3525	284	361194	5.211	9.3912e-08	CAMTA1
ENSG00000049245	1	7821329	7851492	115	28	361194	6.6875	1.1349e-11	VAMP3
ENSG00000049246	1	7834380	7915237	367	38	361194	6.5831	2.304e-11	PER3
ENSG00000049247	1	7893143	7923572	166	36	361194	5.6599	7.5747e-09	UTS2
ENSG00000049249	1	7969907	8010926	129	22	361194	1.7745	0.037991	TNFRSF9
ENSG00000116288	1	8004351	8055565	132	27	361194	4.0024	3.1347e-05	PARK7
ENSG00000116285	1	8054464	8096368	93	18	361194	3.7378	9.2834e-05	ERRFI1
ENSG00000162426	1	8367886	8414227	149	39	361194	2.029	0.021231	SLC45A1
ENSG00000142599	1	8402457	8887702	1029	74	361194	1.5738	0.057765	RERE
ENSG00000074800	1	8911061	8949308	84	29	361194	0.64787	0.25854	ENO1
ENSG00000131686	1	8995926	9045151	251	64	361193	1.0349	0.15037	CA6
ENSG00000197241	1	9053359	9096404	201	43	361194	-0.19111	0.57578	SLC2A7
ENSG00000142583	1	9085166	9158537	410	38	361194	-0.063917	0.52548	SLC2A5
ENSG00000180758	1	9150364	9199229	192	39	361194	-0.17993	0.5714	GPR157
ENSG00000049239	1	9284834	9341396	296	40	361194	0.10793	0.45703	H6PD
ENSG00000171621	1	9342939	9439591	531	101	361194	0.84137	0.20007	SPSB1
ENSG00000171612	1	9589541	9655237	164	30	361194	0.40829	0.34153	SLC25A33
ENSG00000188807	1	9638932	9684935	77	46	361194	1.0834	0.13932	TMEM201
ENSG00000171608	1	9701790	9799172	384	59	361194	2.839	0.0022631	PIK3CD
ENSG00000179840	1	9702668	9724644	115	20	361194	1.835	0.033249	C1orf200
ENSG00000171603	1	9779084	9894584	348	43	361194	2.6797	0.0036842	CLSTN1
ENSG00000178585	1	9898334	9980394	259	38	361194	3.9176	4.4717e-05	CTNNBIP1
ENSG00000162441	1	9972173	10013465	122	31	361194	3.2869	0.00050641	LZIC
ENSG00000173614	1	9993486	10055559	179	45	361194	3.466	0.00026416	NMNAT1
ENSG00000162444	1	10047264	10086078	127	22	361194	3.1313	0.00087022	RBP7
ENSG00000130939	1	10082890	10251297	663	39	361194	1.9346	0.026521	UBE4B
ENSG00000054523	1	10260863	10451661	909	26	361194	3.8471	5.9765e-05	KIF1B
ENSG00000142657	1	10448649	10490201	177	28	361193	3.7044	0.00010595	PGD
ENSG00000175279	1	10480159	10522210	174	24	361193	1.4468	0.07398	APITD1
ENSG00000251503	1	10480159	10522210	174	24	361193	1.4468	0.07398	APITD1-CORT
ENSG00000241563	1	10499776	10521959	50	23	361194	1.428	0.076653	CORT
ENSG00000160049	1	10506579	10542583	92	29	361194	1.711	0.043542	DFFA
ENSG00000142655	1	10522345	10700815	522	75	361194	1.5767	0.05743	PEX14
ENSG00000130940	1	10686661	10866707	622	106	361194	1.8503	0.032132	CASZ1
ENSG00000175262	1	10996528	11052094	252	24	361194	0.42632	0.33494	C1orf127
ENSG00000120948	1	11062414	11095796	59	20	361194	0.31977	0.37457	TARDBP
ENSG00000009724	1	11076580	11117290	92	21	361194	-0.081737	0.53257	MASP2
ENSG00000116649	1	11104641	11130081	56	11	361194	-0.56359	0.71348	SRM
ENSG00000171824	1	11116675	11169938	155	9	361194	-1.6213	0.94752	EXOSC10
ENSG00000198793	1	11156592	11332564	450	18	361194	-1.3343	0.90895	MTOR
ENSG00000171819	1	11239398	11266038	63	7	361194	-1.2215	0.88905	ANGPTL7
ENSG00000120942	1	11323263	11366106	121	14	361194	-0.48449	0.68598	UBIAD1
ENSG00000204624	1	11529223	11607641	271	28	361194	1.1702	0.12095	PTCHD2
ENSG00000116661	1	11698424	11725842	93	31	361193	-0.15289	0.56076	FBXO2
ENSG00000132879	1	11704432	11733384	118	30	361193	0.16195	0.43567	FBXO44
ENSG00000116663	1	11714181	11744411	133	26	361193	-0.019636	0.50783	FBXO6
ENSG00000116670	1	11724537	11761707	151	32	361193	0.49725	0.30951	MAD2L2
ENSG00000162490	1	11741786	11795914	193	48	361193	1.8442	0.032574	DRAXIN
ENSG00000177674	1	11786141	11824859	121	24	361192	1.2462	0.10634	AGTRAP
ENSG00000215910	1	11811844	11859642	180	22	361193	1.8966	0.02894	C1orf167
ENSG00000177000	1	11835780	11876977	224	16	361194	1.5434	0.061366	MTHFR
ENSG00000011021	1	11856207	11913201	353	22	361194	1.5256	0.063558	CLCN6
ENSG00000175206	1	11895766	11918402	137	22	361194	1.4693	0.07087	NPPA
ENSG00000120937	1	11907521	11928988	129	27	361194	1.011	0.15601	NPPB
ENSG00000116685	1	11969648	11996485	125	24	361194	1.3463	0.089102	KIAA2013
ENSG00000083444	1	11984262	12045595	231	28	361194	2.7302	0.0031646	PLOD1
ENSG00000116688	1	12030238	12083571	151	22	361194	2.6098	0.0045301	MFN2
ENSG00000116691	1	12069523	12102102	76	20	361194	0.69365	0.24395	MIIP
ENSG00000120949	1	12113434	12214264	303	52	361193	0.26091	0.39708	TNFRSF8
ENSG00000028137	1	12217060	12279285	258	29	361194	0.8442	0.19928	TNFRSF1B
ENSG00000048707	1	12280124	12582099	964	39	361194	-0.29333	0.61537	VPS13D
ENSG00000162496	1	12617939	12687737	278	47	361194	0.98035	0.16346	DHRS3
ENSG00000204518	1	12694566	12737097	166	18	361194	-0.44149	0.67057	AADACL4
ENSG00000188984	1	12766118	12798726	60	15	361194	-0.11462	0.54563	AADACL3
ENSG00000157330	1	12796163	12833847	78	12	361194	-0.61633	0.73116	C1orf158
ENSG00000116726	1	12824984	12848049	35	8	361194	-1.3557	0.91241	PRAMEF12
ENSG00000116721	1	12841546	12866777	90	17	361191	-3.0604	0.99889	PRAMEF1
ENSG00000204513	1	12874468	12901264	28	4	361192	0.42568	0.33517	PRAMEF11
ENSG00000179172	1	12897261	12918578	93	2	361194	0.43382	0.33221	HNRNPCL1
ENSG00000120952	1	12906941	12931764	103	5	361194	0.47594	0.31706	PRAMEF2
ENSG00000243073	1	12929045	12956025	8	2	361189	0.7506	0.22645	PRAMEF4
ENSG00000187545	1	12942727	12968101	2	1	361194	-0.60122	0.72615	PRAMEF10
ENSG00000232423	1	12988181	13127751	6	3	361194	-0.22862	0.59042	PRAMEF6
ENSG00000204491	1	13464689	13487522	4	1	361194	0.50962	0.30516	PRAMEF18
ENSG00000204488	1	13485254	13508260	1	1	361194	-1.3855	0.91705	PRAMEF16
ENSG00000204480	1	13684889	13708405	1	1	361167	0.9631	0.16775	PRAMEF19
ENSG00000162494	1	13791445	13850543	285	49	361193	-1.9866	0.97652	LRRC38
ENSG00000162493	1	13899960	13954452	268	50	361193	-0.18704	0.57419	PDPN
ENSG00000116731	1	14016693	14161574	572	44	361194	1.3307	0.091643	PRDM2
ENSG00000189337	1	14915200	15454539	2440	251	361194	-0.48181	0.68503	KAZN
ENSG00000171729	1	15469028	15556976	446	36	361194	0.68697	0.24605	TMEM51
ENSG00000204464	1	15480840	15507813	113	19	361194	1.8664	0.030994	C1orf195
ENSG00000142621	1	15563768	15736779	686	94	361194	-0.24941	0.59848	FHAD1
ENSG00000142634	1	15726391	15766839	172	44	361193	1.3031	0.096275	EFHD2
ENSG00000162438	1	15754935	15785737	121	28	361194	1.0844	0.13908	CTRC
ENSG00000142615	1	15773223	15808586	148	34	361194	1.4764	0.069913	CELA2A
ENSG00000215704	1	15782404	15827895	224	35	361194	2.1843	0.01447	CELA2B
ENSG00000132906	1	15807327	15863029	228	27	361194	2.2075	0.013638	CASP9
ENSG00000116138	1	15843308	15928874	387	25	361194	2.8635	0.0020949	DNAJC16
ENSG00000116771	1	15888848	15921605	178	22	361194	2.92	0.0017502	AGMAT
ENSG00000197312	1	15933995	16005539	267	13	361194	3.2928	0.00049598	DDI2
ENSG00000215695	1	15976364	15998217	78	10	361194	3.356	0.00039537	RSC1A1
ENSG00000116786	1	16000827	16071264	319	28	361194	3.6926	0.000111	PLEKHM2
ENSG00000162461	1	16052900	16077891	100	24	361194	1.2424	0.10704	SLC25A34
ENSG00000162460	1	16058917	16084477	117	25	361194	1.2165	0.11189	TMEM82
ENSG00000162458	1	16073102	16123089	211	45	361194	-0.33791	0.63228	FBLIM1
ENSG00000065526	1	16164359	16276955	365	40	361194	0.64558	0.25928	SPEN
ENSG00000116809	1	16258364	16312627	166	42	361194	0.78875	0.21513	ZBTB17
ENSG00000183888	1	16320731	16345302	163	24	361194	0.99454	0.15998	C1orf64
ENSG00000173641	1	16330523	16356089	148	31	361194	1.0452	0.14797	HSPB7
ENSG00000186510	1	16335370	16370545	244	38	361194	0.40649	0.34219	CLCNKA
ENSG00000184908	1	16360272	16393803	286	32	361193	-0.98585	0.8379	CLCNKB
ENSG00000185519	1	16374264	16410127	233	32	361194	-1.3297	0.90819	FAM131C
ENSG00000142627	1	16440832	16492582	143	47	361194	2.8598	0.0021196	EPHA2
ENSG00000142632	1	16514349	16549104	144	19	361194	4.2216	1.2128e-05	ARHGEF19
ENSG00000204377	1	16545368	16566038	66	12	361194	0.4007	0.34432	C1orf134
ENSG00000132881	1	16548195	16573657	79	15	361194	0.60263	0.27338	RSG1
ENSG00000037637	1	16563334	16688949	422	27	361194	0.83625	0.20151	FBXO42
ENSG00000055070	1	16669070	16734640	261	22	361194	1.0141	0.15527	SZRD1
ENSG00000187144	1	16703612	16773919	280	39	361194	2.0738	0.019047	SPATA21
ENSG00000157191	1	16757167	16796573	157	40	361194	2.1387	0.016232	NECAP2
ENSG00000268674	1	16855561	16876070	40	9	361193	1.7426	0.040702	FAM231B
ENSG00000219481	1	16878814	16950057	2	1	361194	-0.31683	0.62431	NBPF1
ENSG00000058453	1	17056768	17309474	191	37	361194	1.1989	0.11529	CROCC
ENSG00000117122	1	17290997	17317330	89	30	361194	0.87073	0.19195	MFAP2
ENSG00000159363	1	17302453	17348423	118	30	361194	-0.34445	0.63475	ATP13A2
ENSG00000117118	1	17335217	17390665	151	32	361194	-0.53765	0.70459	SDHB
ENSG00000117115	1	17383256	17455948	214	54	361194	0.58941	0.27779	PADI2
ENSG00000142623	1	17521621	17582500	345	76	361193	-0.82875	0.79638	PADI1
ENSG00000142619	1	17565593	17620728	330	42	361194	1.1277	0.12972	PADI3
ENSG00000159339	1	17624690	17700499	379	54	361194	1.3995	0.08083	PADI4
ENSG00000269468	1	17645507	17686070	180	36	361194	1.2145	0.11227	AC004824.2
ENSG00000179051	1	17723256	17776220	227	43	361194	1.5819	0.056838	RCC2
ENSG00000074964	1	17856330	18034369	617	86	361194	-0.4749	0.68257	ARHGEF10L
ENSG00000117148	1	18071808	18163558	382	45	361193	0.085381	0.46598	ACTL8
ENSG00000117154	1	18424240	18714977	1236	171	361194	1.1992	0.11523	IGSF21
ENSG00000179023	1	18797424	18822478	124	31	361194	1.1105	0.1334	KLHDC7A
ENSG00000009709	1	18947500	19085360	554	104	361194	-0.78295	0.78317	PAX7
ENSG00000179002	1	19156093	19196176	302	44	361194	0.059257	0.47637	TAS1R2
ENSG00000255275	1	19165767	19257615	625	73	361194	-0.7146	0.76257	RP13-279N23.2
ENSG00000159423	1	19187926	19239275	356	45	361194	-0.729	0.767	ALDH4A1
ENSG00000169991	1	19220775	19293180	380	61	361194	-1.6493	0.95046	IFFO2
ENSG00000127481	1	19391000	19546770	448	47	361194	-0.92569	0.8227	UBR4
ENSG00000127463	1	19532158	19588046	257	28	361194	-0.81418	0.79223	EMC1
ENSG00000053372	1	19568033	19596622	165	23	361194	-1.5769	0.94259	MRTO4
ENSG00000162482	1	19599052	19625744	131	11	361194	-1.6067	0.94593	AKR7A3
ENSG00000053371	1	19620459	19648640	128	30	361194	-0.23954	0.59466	AKR7A2
ENSG00000040487	1	19628820	19665794	221	35	361194	0.6163	0.26885	PQLC2
ENSG00000077549	1	19655267	19822066	828	43	361194	2.4992	0.0062237	CAPZB
ENSG00000270136	1	19913473	19994549	324	48	361194	2.1988	0.013946	MINOS1-NBL1
ENSG00000173436	1	19913477	19966314	191	30	361194	1.2765	0.10089	MINOS1
ENSG00000158747	1	19957048	19994945	187	46	361193	2.4608	0.0069321	NBL1
ENSG00000158748	1	19981780	20016055	123	24	361193	0.65287	0.25692	HTR6
ENSG00000162542	1	19998706	20136438	504	60	361194	0.36267	0.35843	TMCO4
ENSG00000178828	1	20130523	20151771	119	27	361193	0.40864	0.3414	RNF186
ENSG00000169914	1	20199006	20249438	200	35	361194	0.24095	0.4048	OTUD3
ENSG00000188784	1	20236502	20260110	111	30	361194	0.89184	0.18624	PLA2G2E
ENSG00000188257	1	20291925	20316932	127	32	361194	-0.025124	0.51002	PLA2G2A
ENSG00000127472	1	20344672	20427683	343	36	361194	-0.08823	0.53515	PLA2G5
ENSG00000117215	1	20428432	20456050	110	35	361194	-0.51356	0.69622	PLA2G2D
ENSG00000158786	1	20455819	20486879	108	41	361193	0.61706	0.2686	PLA2G2F
ENSG00000187980	1	20477746	20513917	129	33	361194	-0.14462	0.5575	PLA2G2C
ENSG00000162543	1	20502578	20532541	102	23	361194	-0.27227	0.60729	UBXN10
ENSG00000158816	1	20607412	20691387	416	44	361194	2.4923	0.0063465	VWA5B1
ENSG00000162545	1	20798884	20822713	74	21	361194	-0.98174	0.83688	CAMK2N1
ENSG00000090432	1	20815943	20844654	123	27	361194	-1.0441	0.85177	MUL1
ENSG00000183114	1	20868932	20891512	121	27	361193	-1.3427	0.91031	FAM43B
ENSG00000158825	1	20905441	20955401	242	31	361194	1.0661	0.14318	CDA
ENSG00000158828	1	20949948	20988004	170	21	361194	0.9331	0.17539	PINK1
ENSG00000244038	1	20968270	20998000	128	20	361194	1.1154	0.13233	DDOST
ENSG00000117245	1	20980507	21054510	321	66	361194	1.7618	0.039049	KIF17
ENSG00000189410	1	21036225	21069330	136	35	361194	1.4088	0.079446	SH2D5
ENSG00000127483	1	21059154	21123816	216	30	361194	1.4101	0.079261	HP1BP3
ENSG00000075151	1	21122963	21513377	1203	48	361194	1.3473	0.088944	EIF4G3
ENSG00000117298	1	21533740	21681997	607	65	361194	2.4626	0.0068962	ECE1
ENSG00000142794	1	21756621	21821498	246	37	361194	0.57358	0.28312	NBPF3
ENSG00000162551	1	21825858	21914905	500	53	361194	1.7426	0.040703	ALPL
ENSG00000076864	1	21912708	22005801	447	83	361194	0.55947	0.28792	RAP1GAP
ENSG00000090686	1	21994791	22120099	539	54	361194	0.68758	0.24586	USP48
ENSG00000187942	1	22128758	22161714	167	52	361194	1.854	0.031871	LDLRAD2
ENSG00000142798	1	22138738	22273790	598	68	361194	1.4632	0.071701	HSPG2
ENSG00000219073	1	22293514	22335135	262	28	361193	0.49151	0.31153	CELA3B
ENSG00000142789	1	22318149	22349032	107	27	361193	-0.69037	0.75502	CELA3A
ENSG00000070831	1	22369120	22429437	217	46	361194	0.68171	0.24771	CDC42
ENSG00000162552	1	22433798	22480462	189	47	361194	0.24512	0.40318	WNT4
ENSG00000184677	1	22768344	22867650	291	33	361194	0.73943	0.22982	ZBTB40
ENSG00000070886	1	22880057	22940087	328	42	361194	0.73422	0.23141	EPHA8
ENSG00000173372	1	22952999	22976101	110	14	361194	1.3874	0.082664	C1QA
ENSG00000159189	1	22960123	22984603	137	17	361194	1.1856	0.1179	C1QC
ENSG00000173369	1	22969255	22998031	140	20	361194	1.1651	0.12198	C1QB
ENSG00000133216	1	23027332	23251818	609	110	361193	0.20583	0.41846	EPHB2
ENSG00000215906	1	23269536	23301831	100	26	361194	1.0169	0.1546	LACTBL1
ENSG00000227868	1	23327327	23352343	41	24	361194	-0.046178	0.51842	C1orf234
ENSG00000004487	1	23335941	23420182	119	47	361194	0.74736	0.22742	KDM1A
ENSG00000169641	1	23400516	23514301	335	38	361194	0.39547	0.34625	LUZP1
ENSG00000179546	1	23506993	23531222	132	13	361194	0.09496	0.46217	HTR1D
ENSG00000125944	1	23620264	23680829	142	36	361194	-0.0081467	0.50325	HNRNPR
ENSG00000125945	1	23675941	23705935	94	19	361194	-0.24686	0.59749	ZNF436
ENSG00000249087	1	23685490	23708332	57	14	361193	0.13226	0.44739	C1orf213
ENSG00000204219	1	23697554	23761233	166	37	361194	-0.85297	0.80316	TCEA3
ENSG00000088280	1	23745056	23821061	241	30	361194	0.11832	0.45291	ASAP3
ENSG00000007968	1	23822922	23867712	122	29	361193	0.30596	0.37982	E2F2
ENSG00000117318	1	23874409	23896285	69	26	361194	0.16004	0.43642	ID3
ENSG00000197880	1	23897985	23977058	213	65	361194	-2.114	0.98274	MDS2
ENSG00000142676	1	24008269	24032915	64	14	361193	-1.0368	0.85009	RPL11
ENSG00000011007	1	24059645	24098549	70	34	361194	-0.020445	0.50816	TCEB3
ENSG00000057757	1	24094895	24124722	42	31	361194	-1.5307	0.93707	PITHD1
ENSG00000011009	1	24107460	24132029	33	24	361194	-0.31038	0.62187	LYPLA2
ENSG00000117308	1	24112089	24137271	26	21	361194	0.71905	0.23606	GALE
ENSG00000117305	1	24118375	24175110	100	19	361194	0.4494	0.32657	HMGCL
ENSG00000179163	1	24161567	24204784	123	18	361194	-0.026652	0.51063	FUCA1
ENSG00000188822	1	24187016	24295549	124	34	361193	0.63629	0.26229	CNR2
ENSG00000189266	1	24275599	24299952	9	4	361191	2.6004	0.0046553	PNRC2
ENSG00000188529	1	24281294	24317417	15	4	361190	2.5839	0.0048845	SRSF10
ENSG00000142661	1	24372525	24448665	329	39	361194	1.5964	0.055199	MYOM3
ENSG00000142677	1	24436261	24479611	165	40	361194	-1.2693	0.89784	IL22RA1
ENSG00000185436	1	24470647	24524449	199	37	361193	-0.086825	0.53459	IFNLR1
ENSG00000158055	1	24635812	24700972	241	56	361194	1.5465	0.060992	GRHL3
ENSG00000001460	1	24673489	24753424	309	30	361194	0.80367	0.21079	STPG1
ENSG00000001461	1	24732284	24809466	304	40	361194	1.0523	0.14634	NIPAL3
ENSG00000117602	1	24819387	24877530	261	29	361194	1.3989	0.080927	RCAN3
ENSG00000184454	1	24872602	24945819	388	45	361194	6.983	1.4452e-12	NCMAP
ENSG00000133226	1	24948207	25009758	140	37	361193	3.8975	4.8592e-05	SRRM1
ENSG00000169504	1	25061848	25180815	237	68	361194	6.1094	5e-10	CLIC4
ENSG00000020633	1	25216002	25301612	303	59	361194	5.5235	1.6615e-08	RUNX3
ENSG00000117614	1	25539170	25568993	53	30	361194	5.5937	1.1113e-08	SYF2
ENSG00000117616	1	25558728	25674704	194	46	361192	4.9676	3.39e-07	C1orf63
ENSG00000187010	1	25588884	25666936	106	27	361191	3.5665	0.00018088	RHD
ENSG00000183726	1	25654408	25698852	95	15	361193	3.8789	5.2466e-05	TMEM50A
ENSG00000188672	1	25678740	25766683	160	23	361194	4.3722	6.1512e-06	RHCE
ENSG00000204178	1	25747388	25836700	194	24	361194	7.1893	3.2568e-13	TMEM57
