Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
SAMD4A,ENSG00000020577,0.000039758184640637,0.812771083733687,0.0000141858431670361,-0.0000614713069044773,missense|LC,14054567822,14,54567822,
GOLGA6B,ENSG00000215186,0.0000417479898882078,0.0000215999845796233,0.000668954438904801,0.000921429725739913,missense|LC,15072661173,15,72661173,
DEF6,ENSG00000023892,0.0000426071471689715,0.0037733941154946,0.0000385825000613904,-0.000957838908164924,missense|LC,6035292821,6,35292821,
ZNF799,ENSG00000196466,0.0000444432264333772,0.248526290409905,0.000017658872578652,-0.000355150370808981,missense|LC,19012390305,19,12390305,
PSTPIP1,ENSG00000140368,0.000044905051577615,0.00193958515491743,0.0000219230640212675,-0.0198945872961695,missense|LC,15076994684,15,76994684,
PLEC,ENSG00000178209,0.0000487198164654812,0.00124462917033163,0.0000920008967127961,-0.00023832116473745,missense|LC,8143916118,8,143916118,
SMG7,ENSG00000116698,0.00004995332759683,0.213750171468254,0.0000192084001431336,-0.000305551729500644,missense|LC,1183472525,1,183472525,
DOCK11,ENSG00000147251,0.000051986042398755,0.0000201359586395888,0.0122644579037946,0.000712182579399329,missense|LC,23118495925,X,118495925,
SMIM29,ENSG00000186577,0.0000528468038700769,0.0414446614340692,0.0000216773461747533,0.000991532052514211,missense|LC,6034242672,6,34242672,
PREB,ENSG00000138073,0.0000536268393684924,0.000201040118042117,0.000147981542163778,-0.0019564820456523,missense|LC,2027128338,2,27128338,
RAB39A,ENSG00000179331,0.0000545002845930842,0.0000180574887410634,0.127190839093767,-0.00570268348007557,missense|LC,11107928493,11,107928493,
ATG16L2,ENSG00000168010,0.0000579571452822281,0.00110541538062603,0.0000568558178523082,-0.00115512312604119,missense|LC,11072814387,11,72814387,
FBLN2,ENSG00000163520,0.0000581183732354384,0.746377193962041,0.0000230371750892244,0.0000621361740932669,missense|LC,3013549041,3,13549041,
MXD3,ENSG00000213347,0.0000597648568345654,0.0069688912116842,0.0000548098342583181,-0.00101957880466202,missense|LC,5177302206,5,177302206,
PHC3,ENSG00000173889,0.0000635051617521309,0.0184678070745878,0.0000257855328208434,0.000560708297287716,missense|LC,3170083948,3,170083948,
ELN,ENSG00000049540,0.0000647704191378828,0.019860476512934,0.0000363826359081054,-0.000600867510248814,missense|LC,7074028117,7,74028117,
OR52I1,ENSG00000232268,0.000066168376462894,0.0000503570786837271,0.00456911254398995,-0.00140636969912377,missense|LC,11004593945,11,4593945,
HR,ENSG00000168453,0.0000668928536724511,0.0000659932162360155,0.000477391006555195,0.000604970221548052,missense|LC,8022115640,8,22115640,
LDLRAD4,ENSG00000168675,0.0000688829811025249,0.000138419153171698,0.0000958628668140671,-0.00117234936685153,missense|LC,18013387656,18,13387656,
CERS2,ENSG00000143418,0.0000773683919826906,0.000998716078229434,0.0000697580806058307,0.00115286702830571,missense|LC,1150960493,1,150960493,
AC069368.1,ENSG00000249240,0.0000777396782487561,0.000202526650625368,0.000242244286834059,0.0018951844752327,missense|LC,15064841897,15,64841897,
EFTUD2,ENSG00000108883,0.0000777899123000081,0.000155283447632826,0.0014051138387019,-0.00246953270568539,missense|LC,17044849151,17,44849151,
CLPX,ENSG00000166855,0.0000791903777277447,0.00516892357779097,0.0000434205633750295,0.000742934271761263,missense|LC,15065150796,15,65150796,
IGFALS,ENSG00000099769,0.0000806013557578256,0.0000379623134353357,0.120865101232612,-0.000826066702075847,missense|LC,16001785477,16,1785477,
ANKS1B,ENSG00000185046,0.0000844966842611372,0.0014581440173187,0.000103864290017741,-0.00455485382726237,missense|LC,12098732363,12,98732363,
PRR35,ENSG00000161992,0.0000950802191748146,0.24060537712039,0.0000412372127542859,0.000241487166531711,missense|LC,16000559369,16,559369,
GYG1,ENSG00000163754,0.0000960138590803128,0.0354393124050812,0.0000438984320236813,-0.000801343542601562,missense|LC,3148986543,3,148986543,
ETV7,ENSG00000010030,0.000098430008449446,0.00170716787610681,0.0000607871204687527,-0.000733033887838155,missense|LC,6036366110,6,36366110,
NECAB2,ENSG00000103154,0.00010253838616181,0.000102043507373972,0.000816649173631667,-0.0012373734603548,missense|LC,16083965039,16,83965039,
PGLYRP3,ENSG00000159527,0.000110982791274306,0.00104743821720454,0.0000862695885378573,-0.000925997196943215,missense|LC,1153297863,1,153297863,
TTC24,ENSG00000187862,0.000113873204271142,0.277378793582199,0.0000470441015306688,0.000277486703984497,missense|LC,1156581301,1,156581301,
ADAMTS17,ENSG00000140470,0.000118574491635215,0.000128375743071785,0.0010892597861033,-0.00180234120052437,missense|LC,15099974295,15,99974295,
GRAMD2A,ENSG00000175318,0.00012233727732669,0.000104655060681802,0.00296527503938404,0.00133718883216943,missense|LC,15072161929,15,72161929,
RAPH1,ENSG00000173166,0.000126347045581454,0.0250949286180905,0.000072581451246001,-0.000668463620221459,missense|LC,2203439360,2,203439360,
YIPF5,ENSG00000145817,0.00013961004585572,0.0000995828097660745,0.00174447150235801,0.0021112027397147,missense|LC,5144158364,5,144158364,
ATP1B1,ENSG00000143153,0.000139878783272263,0.0886083569969696,0.0000599419520425082,-0.00224063741507658,missense|LC,1169106764,1,169106764,
PLEKHO2,ENSG00000241839,0.000146641490466393,0.000834111940812399,0.000238566268551121,0.00145954389305036,missense|LC,15064841897,15,64841897,
RPL19,ENSG00000108298,0.00015153834737236,0.000898480352767517,0.000245485366017983,-0.00515011904786658,missense|LC,17039197359,17,39197359,
SLC38A10,ENSG00000157637,0.000154048684691821,0.00140162816219469,0.000194670328413582,-0.000623583827256291,missense|LC,17081240869,17,81240869,
HYAL2,ENSG00000068001,0.000159667546036912,0.000119590997017527,0.00472447124711706,-0.00203802080699605,missense|LC,3050318035,3,50318035,
SRGN,ENSG00000122862,0.000160841188609928,0.00097440143158678,0.000148976165779358,-0.00122510667957965,missense|LC,10069088100,10,69088100,
TMEM150B,ENSG00000180061,0.000166930587048864,0.000272131627337524,0.000315985808283403,-0.00121316671475669,missense|LC,19055308586,19,55308586,
REPS2,ENSG00000169891,0.000177912502199229,0.000226723990854438,0.000432839069332225,-0.00131005555323139,missense|LC,23016946727,X,16946727,
PKLR,ENSG00000143627,0.000183773511469254,0.081160382797004,0.000103794227097276,-0.000443893651503033,missense|LC,1155284451,1,155284451,
PSMC3,ENSG00000165916,0.000193224826062544,0.00115136244133052,0.000461679720116903,-0.00489946390113987,missense|LC,11047413769,11,47413769,
GAL3ST2,ENSG00000154252,0.000198161155611443,0.0561283770822583,0.000095430830716392,-0.0004531267734396,missense|LC,2241776867,2,241776867,
HERC4,ENSG00000148634,0.000207880401544402,0.000102717618423065,0.0172591784191478,-0.00159145821613871,missense|LC,10067922910,10,67922910,
C2CD4A,ENSG00000198535,0.000216939699836161,0.00583257049659425,0.000128029345750846,-0.00075105427191902,missense|LC,15062067518,15,62067518,
SLITRK2,ENSG00000185985,0.000225845980037498,0.408347367435136,0.000102680101181418,-0.000271863895422094,missense|LC,23145822377,X,145822377,
TAMM41,ENSG00000144559,0.00022904764097087,0.000145166012779363,0.000787562755510396,-0.00241121470421735,missense|LC,3011790454,3,11790454,
RIN1,ENSG00000174791,0.000233194334667064,0.00132161417008425,0.000267957177851108,0.000699764523738111,missense|LC,11066332207,11,66332207,
RIC8B,ENSG00000111785,0.00023343008843979,0.000483825731789955,0.000263006002370503,-0.00127173809957937,missense|LC,12106774689,12,106774689,
TLK2,ENSG00000146872,0.00023561168199393,0.0000903566732399774,0.0488846915797428,-0.00453156103167084,missense|LC,17062481053,17,62481053,
SAMHD1,ENSG00000101347,0.000235866773303228,0.000104119930604551,0.294902477087053,-0.00199484548138246,missense|LC,20036887393,20,36887393,
PPM1M,ENSG00000164088,0.000242494891193656,0.116700128166833,0.000114447621034297,0.000395169807026426,missense|LC,3052246209,3,52246209,
SMOX,ENSG00000088826,0.000250506347092783,0.000131915227435053,0.287886520810757,-0.00174632105503124,missense|LC,20004174956,20,4174956,
RP1L1,ENSG00000183638,0.000284330064461269,0.000133292316604194,0.0253679127383879,-0.000397360441729087,missense|LC,8010606749,8,10606749,
IPP,ENSG00000197429,0.000287165086989005,0.0209272934334108,0.000178340066459448,0.00106263113482075,missense|LC,1045693712,1,45693712,
PRRG3,ENSG00000130032,0.000299611978839653,0.000261040204514895,0.0276778122874436,-0.00130718290529145,missense|LC,23151698755,X,151698755,
CUL9,ENSG00000112659,0.000299848361271726,0.00771471578720206,0.000204152618432873,-0.000343389889943674,missense|LC,6043178203,6,43178203,
STK38,ENSG00000112079,0.000300279250903257,0.831862457737365,0.000157849010691935,-0.000159873456391954,missense|LC,6036495668,6,36495668,
ZCCHC24,ENSG00000165424,0.000304023641210072,0.0188553365116588,0.000237686917336055,-0.00169775431685593,missense|LC,10079386275,10,79386275,
LRRC8A,ENSG00000136802,0.000307271771257445,0.00061558605015366,0.000420365091372221,-0.00120374176929145,missense|LC,9128907101,9,128907101,
GTF2E2,ENSG00000197265,0.000312373717677006,0.000321574224719345,0.000838565304243755,0.00116792484256778,missense|LC,8030578931,8,30578931,
ESR1,ENSG00000091831,0.000312756876941322,0.000283426853606938,0.000843021200442329,0.000946513911603566,missense|LC,6151807852,6,151807852,
ACTG1,ENSG00000184009,0.000348655937855047,0.0460262974434839,0.000144057833795896,-0.00380520788271454,missense|LC,17081510589,17,81510589,
SLC25A25,ENSG00000148339,0.00035266340948692,0.457873696677118,0.00024434667995421,0.000290756958637268,missense|LC,9128063358,9,128063358,
CDC37,ENSG00000105401,0.00035636251007598,0.000231699337577829,0.00285193393863681,-0.00227856007132196,missense|LC,19010391456,19,10391456,
GSTCD,ENSG00000138780,0.000358474681217968,0.015693769287047,0.0002540644914929,0.000999662579571652,missense|LC,4105707896,4,105707896,
HAPLN3,ENSG00000140511,0.000371057877239123,0.0179983534575224,0.000176890002821395,-0.000588610918425859,missense|LC,15088872831,15,88872831,
OFD1,ENSG00000046651,0.000374713578226493,0.000164587177410858,0.0597887028240156,-0.0015454630120513,missense|LC,23013734613,X,13734613,
KCNK7,ENSG00000173338,0.000376359899393885,0.43644717388911,0.000209568749052647,0.000495369869014196,missense|LC,11065589608,11,65589608,
PCDH18,ENSG00000189184,0.000376621796581822,0.100517943612797,0.000196989933608283,-0.000389674798687352,missense|LC,4137520994,4,137520994,
VIT,ENSG00000205221,0.000378947586569423,0.0328515605310614,0.00017587197955371,-0.000673168781735013,missense|LC,2036716296,2,36716296,
GRM4,ENSG00000124493,0.000402531529927974,0.495225262921324,0.000165283466723842,0.000250675028120332,missense|LC,6034022763,6,34022763,
CYP21A2,ENSG00000231852,0.000403808619192869,0.0247402396339331,0.000182299253172702,-0.000537508030459856,missense|LC,6032038228,6,32038228,
FNDC3A,ENSG00000102531,0.000406189911696608,0.00186644427329796,0.000733001029640135,-0.00125716607692169,missense|LC,13049006179,13,49006179,
STARD9,ENSG00000159433,0.000406862691453291,0.000158988297282447,0.392749882337383,0.000385073596954595,missense|LC,15042571974,15,42571974,
ANKRD20A4P,ENSG00000172014,0.000412074378560057,0.369413459846899,0.000182441874820749,0.000400236775144573,missense|LC,9064378528,9,64378528,
TGFB2,ENSG00000092969,0.000413585344958056,0.491463546391469,0.000226763099575256,-0.000213007172641848,missense|LC,1218346634,1,218346634,
OR7A17,ENSG00000185385,0.000421590967094376,0.000286546478777905,0.00493197033108939,-0.00198469298048774,missense|LC,19014880356,19,14880356,
PTPN9,ENSG00000169410,0.000442643938389109,0.000272738949723461,0.0932591440134507,0.00183055964319165,missense|LC,15075468698,15,75468698,
PPP6R2,ENSG00000100239,0.000443016700612975,0.171936562170252,0.000238890991121399,-0.000242316144457671,missense|LC,22050393309,22,50393309,
FAM111A,ENSG00000166801,0.000448324465065486,0.00447291138796124,0.00036410604980186,0.000776576503486407,missense|LC,11059148841,11,59148841,
AKNA,ENSG00000106948,0.00046212284611491,0.553276761678524,0.000221627254172851,-0.000106147027177559,missense|LC,9114329897,9,114329897,
AP3B1,ENSG00000132842,0.000463570104938693,0.000504585591783346,0.00108400522131902,-0.000798325870418212,missense|LC,5078002815,5,78002815,
PRDM8,ENSG00000152784,0.000471024253301922,0.000199390092152418,0.103506935042131,-0.00144313567464677,missense|LC,4080194135,4,80194135,
RFC3,ENSG00000133119,0.000478019640130611,0.0136656288832999,0.000316314462032063,-0.00237858729804891,missense|LC,13033818121,13,33818121,
ZIM2,ENSG00000269699,0.000480389949691906,0.0608319566123739,0.000244022978606817,-0.00046887579576573,missense|LC,19056774534,19,56774534,
HDAC6,ENSG00000094631,0.000485839429959833,0.29026937976119,0.000224645023239711,0.000229949017032948,missense|LC,23048801778,X,48801778,
MIS18BP1,ENSG00000129534,0.000487271739616268,0.000235986174418557,0.0114833001129435,0.000747563519079001,missense|LC,14045198622,14,45198622,
PCDHA7,ENSG00000204963,0.000489814704129232,0.000240895304464361,0.0151859711647079,-0.000753121944176745,missense|LC,5140829278,5,140829278,
DPH5,ENSG00000117543,0.000498732874170349,0.161934721668492,0.000276328500941947,-0.00203499498094691,missense|LC,1100990344,1,100990344,
EXD1,ENSG00000178997,0.000516643851025678,0.00116297893030537,0.000694410869573447,-0.000976037819144019,missense|LC,15041183847,15,41183847,
SPSB3,ENSG00000162032,0.000517515132453683,0.0025833389128298,0.000323773662044058,-0.000818997162947028,missense|LC,16001772136,16,1772136,
PXMP4,ENSG00000101417,0.000519780173561246,0.000477282687342595,0.002100889541927,-0.00163215641020283,missense|LC,20033707581,20,33707581,
GFPT2,ENSG00000131459,0.00052038200182114,0.000442776188412264,0.00596517144977948,-0.00137806719676152,missense|LC,5180301525,5,180301525,
SCFD2,ENSG00000184178,0.000523509023102053,0.000310894681057716,0.00363747127211378,-0.00294254128729729,missense|LC,4052873929,4,52873929,
OR51Q1,ENSG00000167360,0.000530593150972258,0.00576949020017292,0.000322554151115595,0.000847296124445741,missense|LC,11005422157,11,5422157,
MED21,ENSG00000152944,0.000538512446359607,0.00035296552240216,0.00321448423184267,-0.00374579192643576,missense|LC,12027022481,12,27022481,
TGM1,ENSG00000092295,0.00053872961928314,0.00102739756255632,0.000665614064345843,-0.00073376188545775,missense|LC,14024249244,14,24249244,
DEFB114,ENSG00000177684,0.000539257626641865,0.0363293325117087,0.000271694909810716,-0.00242578164248519,missense|LC,6049960200,6,49960200,
B3GNT6,ENSG00000198488,0.000539284739083934,0.181881281069715,0.000363501522284482,0.000417923498952648,missense|LC,11077039401,11,77039401,
TUT7,ENSG00000083223,0.000540392987652849,0.0175240959116298,0.00032579223677387,-0.000666814657689412,missense|LC,9086288630,9,86288630,
KLHL28,ENSG00000179454,0.00058175791623627,0.000459088439032085,0.0146799347645943,-0.00122147883582487,missense|LC,14044928954,14,44928954,
LOXL2,ENSG00000134013,0.00058228325296017,0.000266105162084918,0.436456961336667,0.00128741528641687,missense|LC,8023293244,8,23293244,
TLX1,ENSG00000107807,0.000587866870797926,0.000523614655173921,0.00403891281974422,0.00129135071457797,missense|LC,10101131460,10,101131460,
FLOT1,ENSG00000137312,0.000598047075763164,0.000281395435997922,0.0197237591458279,-0.00231430522448078,missense|LC,6030722856,6,30722856,
GIPR,ENSG00000010310,0.000610829411991642,0.000409362116649992,0.233116708973443,-0.00102718712401187,missense|LC,19045669396,19,45669396,
SLITRK5,ENSG00000165300,0.000625016456056504,0.654273176907207,0.000264263058397773,-0.000161192023734302,missense|LC,13087673499,13,87673499,
FRYL,ENSG00000075539,0.000633686870470385,0.0120671580938687,0.000449330361720346,-0.000448741087094618,missense|LC,4048492689,4,48492689,
FBXW10,ENSG00000171931,0.00063615254356264,0.000281745388095,0.0205678477250089,-0.000700150935794411,missense|LC,17018744102,17,18744102,
AC005258.1,ENSG00000273734,0.00064461632218038,0.333831615798017,0.000299847914390416,-0.00100086698182711,missense|LC,19002269455,19,2269455,
MS4A3,ENSG00000149516,0.000649918651101089,0.00771963399637143,0.000397581343643316,-0.00149698147792114,missense|LC,11060061070,11,60061070,
ZNF383,ENSG00000188283,0.000651739152160991,0.057515042975014,0.00028302812178238,0.00177822189444251,missense|LC,19037230369,19,37230369,
GCGR,ENSG00000215644,0.000657166192917447,0.000406189397050283,0.0354406380354856,0.000955967013947719,missense|LC,17081808919,17,81808919,
PHYKPL,ENSG00000175309,0.000658645164402061,0.000996670907291275,0.00122891307608275,0.000972293869693199,missense|LC,5178204768,5,178204768,
THBS3,ENSG00000169231,0.000661103600688939,0.00036602124060181,0.021569863579408,-0.00135559823170213,missense|LC,1155191883,1,155191883,
EIF2AK3,ENSG00000172071,0.000673923401592669,0.000308302547325501,0.0179567133614528,0.000944495488864656,missense|LC,2088557658,2,88557658,
MAP2K5,ENSG00000137764,0.000675414143843533,0.620302210526249,0.000281755780195514,-0.000400507595042313,missense|LC,15067543253,15,67543253,
IGSF1,ENSG00000147255,0.000676493360880381,0.000688061826479958,0.00176541047750844,0.000639492783436759,missense|LC,23131273739,X,131273739,
HLA-C,ENSG00000204525,0.000690218610621907,0.00103207519003445,0.000495482943918546,-0.000964404585907366,missense|LC,6031269122,6,31269122,
TBP,ENSG00000112592,0.000698466192729508,0.00183277762441436,0.000542649935873274,-0.000586880283311194,missense|LC,6170553065,6,170553065,
DNASE1L2,ENSG00000167968,0.00070690773205262,0.705872362214079,0.000342113511944131,-0.000105076357352038,missense|LC,16002232069,16,2232069,
FSD1L,ENSG00000106701,0.000711026436216566,0.00168128563134995,0.000433347353078872,-0.000815364388359823,missense|LC,9105448138,9,105448138,
HTRA1,ENSG00000166033,0.000723381632598774,0.000498469353664266,0.0405558594743161,-0.00132461876012975,missense|LC,10122456775,10,122456775,
ICE2,ENSG00000128915,0.000733797051607255,0.000640896900942822,0.00326958497449259,-0.00106985824227575,missense|LC,15060423549,15,60423549,
MRGPRF,ENSG00000172935,0.000742759787371594,0.00053933331180922,0.0611129356567663,-0.00135013229674036,missense|LC,11069005156,11,69005156,
JPH3,ENSG00000154118,0.000766845965330387,0.0164670622821365,0.000460127222633444,-0.000494559669825845,missense|LC,16087603029,16,87603029,
GRN,ENSG00000030582,0.000772698615216227,0.0613791559622092,0.00040200743200991,0.0006147890254775,missense|LC,17044349072,17,44349072,
CREB1,ENSG00000118260,0.00077811915699133,0.0754369948323089,0.000336569608846204,0.0025535489848289,missense|LC,2207555607,2,207555607,
NPIPB3,ENSG00000169246,0.00079758481487302,0.228243305615664,0.000343335403136469,-0.00106669513812773,missense|LC,16021404785,16,21404785,
HLTF,ENSG00000071794,0.000805854470729228,0.230021898698253,0.000405323038185079,0.000307518986860775,missense|LC,3149026429,3,149026429,
IL9R,ENSG00000124334,0.00080927581781709,0.0057135089062883,0.000437433169083512,-0.0250869463745336,missense|LC,23155997686,X,155997686,
MAGEA8,ENSG00000156009,0.000816240009267943,0.082121535320962,0.000468561656341349,0.00059869064514021,missense|LC,23149884237,X,149884237,
SLC12A4,ENSG00000124067,0.000832322457524404,0.000344126366513819,0.0439649206330017,-0.000796619308403772,missense|LC,16067939751,16,67939751,
ZC2HC1C,ENSG00000119703,0.000837864018253032,0.0765518058527428,0.000377541299202977,-0.000545517927477663,missense|LC,14075069131,14,75069131,
PTPN6,ENSG00000111679,0.000852779419520111,0.000648611498499374,0.0044300838757807,0.00123155598969812,missense|LC,12006946666,12,6946666,
SLC9A2,ENSG00000115616,0.000854752791719315,0.00247018342786731,0.00077854457617299,-0.000891977645854474,missense|LC,2102619763,2,102619763,
FSIP2,ENSG00000188738,0.000859910143099829,0.744555389574932,0.000374266477628948,-0.0000255360773759926,missense|LC,2185738532,2,185738532,
TRHR,ENSG00000174417,0.000863026433140623,0.111125628754441,0.000555647926846148,-0.000784742218413349,missense|LC,8109087428,8,109087428,
E4F1,ENSG00000167967,0.000880200582217827,0.00955778630892945,0.000544153996345775,-0.000587167859324515,missense|LC,16002223482,16,2223482,
ECI1,ENSG00000167969,0.000882030242711718,0.000511467391504428,0.0068484459098348,0.000795418920362963,missense|LC,16002234402,16,2234402,
CD248,ENSG00000174807,0.00088330013178417,0.007683646032977,0.000574472364855305,-0.000563338202425217,missense|LC,11066314691,11,66314691,
SLC30A1,ENSG00000170385,0.000904585073688513,0.612087239551998,0.000409502364327352,-0.000388118773497718,missense|LC,1211575334,1,211575334,
RPS6KB2,ENSG00000175634,0.000909458308602562,0.00180254700823168,0.00141572088685704,-0.00109716192555269,missense|LC,11067423498,11,67423498,
KPNA3,ENSG00000102753,0.000922870026396128,0.0011620030684365,0.000896434243461197,0.00126565531505319,missense|LC,13049701789,13,49701789,
EVI5L,ENSG00000142459,0.000925671565516595,0.451115215181122,0.000368052503568417,-0.000503134854823155,missense|LC,19007846547,19,7846547,
RALGAPB,ENSG00000170471,0.000935676466562674,0.000528451034260247,0.0130297703506965,-0.00090487883703105,missense|LC,20038488388,20,38488388,
