Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
CAMLG,ENSG00000164615,0.000616288705243107,0.000338894130703093,0.0125221517030196,0.00437410827596205,missense|LC,5134738548,5,134738548,
PRRT2,ENSG00000167371,0.00067056324175796,0.000706123031535166,0.00240178647918221,0.0023319172413557,missense|LC,16029807178,16,29807178,
NPIPB9,ENSG00000196993,0.000698583721129964,0.532183876800744,0.000625319173202188,0.00296006157718482,missense|LC,16028752391,16,28752391,
PLAAT2,ENSG00000133328,0.000738808184544193,0.00195876115261662,0.000745947605611752,0.00316089534213244,missense|LC,11063552939,11,63552939,
TARBP2,ENSG00000139546,0.000798547868166022,0.0126688921012312,0.000394456032295709,0.00207384286539552,missense|LC,12053501305,12,53501305,
CALCB,ENSG00000175868,0.000927444134308675,0.424082190344709,0.000469317444452888,0.00111117012931368,missense|LC,11015074662,11,15074662,
CDK1,ENSG00000170312,0.000927813018891666,0.000840066410243479,0.00281409100044827,0.00516157064095564,missense|LC,10060780142,10,60780142,
OR1M1,ENSG00000170929,0.000996249199622934,0.000625085620878818,0.0107678245947047,0.00240180171265051,missense|LC,19009083170,19,9083170,
CYP7B1,ENSG00000172817,0.00106712845328849,0.438910118629556,0.000512400990190676,0.000545817943519896,missense|LC,8064596580,8,64596580,
FABP3,ENSG00000121769,0.00109836563437804,0.000544680224174754,0.0130860150864153,0.00518845582349816,missense|LC,1031363888,1,31363888,
AC009133.6,ENSG00000280893,0.00120728445204554,0.0012410805320977,0.00319798524056036,0.00228909378659948,missense|LC,16029807250,16,29807250,
SUCLG1,ENSG00000163541,0.00122677139495209,0.00186905893984124,0.0023958536664781,-0.00234270304648764,missense|LC,2084423667,2,84423667,
LYPLA1,ENSG00000120992,0.0012376221970507,0.199405137029179,0.000676818583216443,0.00119849841959472,missense|LC,8054048039,8,54048039,
CRYBA2,ENSG00000163499,0.00125647121380024,0.126721117976144,0.000799303706718213,-0.00163275380823934,missense|LC,2218990136,2,218990136,
SP5,ENSG00000204335,0.00126161820766901,0.00204965779143773,0.00128441402573398,0.00201767742599803,missense|LC,2170715380,2,170715380,
HAS3,ENSG00000103044,0.0013057810167113,0.00096689056686472,0.0171154213341517,-0.00216257163530638,missense|LC,16069107542,16,69107542,
SLC6A11,ENSG00000132164,0.00130953166884851,0.618419689767905,0.000603588752047912,-0.000417585812483384,missense|LC,3010816152,3,10816152,
LRG1,ENSG00000171236,0.0013495736466842,0.958361998546353,0.000626964811743624,0.0000133109334332822,missense|LC,19004531530,19,4531530,
HNF4G,ENSG00000164749,0.00135850028339179,0.586661243187037,0.000587533881246216,0.000761241102658749,missense|LC,8075539994,8,75539994,
LUZP2,ENSG00000187398,0.00137966334415773,0.112915204506548,0.000621008928309963,0.00181226561502922,missense|LC,11024497158,11,24497158,
TK2,ENSG00000166548,0.00141561513245569,0.00357084072305658,0.00123068868232279,-0.00175847383424182,missense|LC,16066511901,16,66511901,
EI24,ENSG00000149547,0.00146108784090648,0.0772765264313917,0.00101607074378818,0.00218923371478485,missense|LC,11125572461,11,125572461,
TTLL11,ENSG00000175764,0.00151744538718379,0.000799059685415493,0.0940854113877591,0.00307422134157069,missense|LC,9121822491,9,121822491,
PPM1D,ENSG00000170836,0.0015357268752596,0.000868014122334726,0.0127363971584991,0.00249598879828144,missense|LC,17060600235,17,60600235,
KRT6C,ENSG00000170465,0.00157165886807742,0.960233153368174,0.000706407109849261,-0.0000269080984610126,missense|LC,12052468953,12,52468953,
AC012309.1,ENSG00000267360,0.00164254773922679,0.00107320738612549,0.0107247144976934,-0.00969066039920954,missense|LC,19037089053,19,37089053,
MYL9,ENSG00000101335,0.00166898291623696,0.000990819461521242,0.0172145420839763,-0.00606846950769769,missense|LC,20036544791,20,36544791,
DEFB105A,ENSG00000186562,0.00168545106104834,0.00155531119104269,0.00439885298235532,-0.0103730443199564,missense|LC,8007823274,8,7823274,
CYP27A1,ENSG00000135929,0.00170159782869728,0.206753967722569,0.000980356372925484,0.000741832920400084,missense|LC,2218782071,2,218782071,
PLEKHD1,ENSG00000175985,0.00172393629588952,0.0275912052007461,0.000973450075722804,-0.00151876971273515,missense|LC,14069484854,14,69484854,
NPY4R,ENSG00000204174,0.00182117828705464,0.00121719530916653,0.00895614891601926,0.00410552981837129,missense|LC,10046462292,10,46462292,
MDM4,ENSG00000198625,0.00196458711305514,0.00362766970955963,0.00209593600792635,0.00166914857704035,missense|LC,1204525264,1,204525264,
SART3,ENSG00000075856,0.00199142952713594,0.000992243280476313,0.391929209917432,0.00199781016713888,missense|LC,12108517215,12,108517215,
RSBN1L,ENSG00000187257,0.00202237456082821,0.000892834930422692,0.503255167207419,0.0029833085229012,missense|LC,7077696376,7,77696376,
LSM6,ENSG00000164167,0.00205648037203188,0.0296232714217061,0.00109607122561628,0.00969507810592316,missense|LC,4146182895,4,146182895,
LRRC59,ENSG00000108829,0.00206609148085402,0.00237746276259432,0.00419190872649877,-0.00346194908077821,missense|LC,17050376233,17,50376233,
AFF4,ENSG00000072364,0.0020705941459408,0.00351146960352755,0.00342922016249714,-0.00178832471465432,missense|LC,5132873647,5,132873647,
OR5AN1,ENSG00000176495,0.00209110859329498,0.562676277747515,0.000966713322161139,-0.000642123251552306,missense|LC,11059364420,11,59364420,
RTL4,ENSG00000187823,0.00210496904877822,0.00116973957306032,0.0523841221977892,0.00261927465390007,missense|LC,23112454684,X,112454684,
OR56A1,ENSG00000180934,0.00211818763593863,0.00356352499609747,0.00206638937365233,-0.0014712565869617,missense|LC,11006026733,11,6026733,
SLC38A7,ENSG00000103042,0.00214587207995298,0.0798718194021559,0.00105700962212341,-0.00133427384888807,missense|LC,16058667314,16,58667314,
CDC42EP2,ENSG00000149798,0.00219485787446827,0.00155172435456719,0.0166910646424236,-0.00291252729838984,missense|LC,11065320796,11,65320796,
RASSF7,ENSG00000099849,0.00224331613135398,0.00204564527554274,0.00576258445266431,0.001363225523562,missense|LC,11000555972,11,555972,
TXNRD2,ENSG00000184470,0.0023712996133759,0.00128840309434841,0.0413756998557919,-0.00143832902278078,missense|LC,22019876975,22,19876975,
S100Z,ENSG00000171643,0.00242531261911061,0.0014047948133743,0.16363288985846,0.00781085576712411,missense|LC,5076875295,5,76875295,
TEX36,ENSG00000175018,0.00245172310677666,0.00211551310148517,0.00686330037909255,0.00272073475175604,missense|LC,10125655599,10,125655599,
TCF23,ENSG00000163792,0.00247448696771668,0.00168366723159985,0.059049673344944,0.00228463767195446,missense|LC,2027149054,2,27149054,
DDX43,ENSG00000080007,0.00251865524437545,0.00169583940672502,0.0194130872983743,-0.00230599309229726,missense|LC,6073394774,6,73394774,
CUL1,ENSG00000055130,0.00254470676644136,0.488406323431569,0.00133302409408453,-0.00143871517828814,missense|LC,7148730023,7,148730023,
ADCY5,ENSG00000173175,0.00255777580332917,0.595005122646214,0.00129627742566463,-0.00022372526621487,missense|LC,3123284467,3,123284467,
APOLD1,ENSG00000178878,0.00263755118688269,0.00133320221390165,0.560928582934139,0.00270580448398532,missense|LC,12012725931,12,12725931,
PIP4K2A,ENSG00000150867,0.00264952042628819,0.107597388558958,0.00124454773319282,0.00227220386320903,missense|LC,10022537147,10,22537147,
CCDC158,ENSG00000163749,0.00265275349873584,0.95534567481561,0.00123423069396034,-0.0000116809048610324,missense|LC,4076309016,4,76309016,
MAP3K10,ENSG00000130758,0.0027636497472181,0.00150023656006049,0.0390468374786895,-0.00145663461849966,missense|LC,19040191981,19,40191981,
RESF1,ENSG00000174718,0.00281037422900554,0.0374716555015761,0.00166181262633713,-0.000693521843425895,missense|LC,12031955298,12,31955298,
KANSL3,ENSG00000114982,0.00287429521768079,0.00330585351273061,0.00425824115603013,-0.00132095187474567,missense|LC,2096595531,2,96595531,
RABEP1,ENSG00000029725,0.00289577641116856,0.0232849832736606,0.00201476573846682,-0.00190473315841726,missense|LC,17005282411,17,5282411,
SPINT3,ENSG00000101446,0.00293995639773204,0.00162478864919291,0.176920476503833,0.00420862226113484,missense|LC,20045512583,20,45512583,
RPS10-NUDT3,ENSG00000270800,0.00300139553196388,0.00862451223916949,0.00233650552624187,0.00419093617292176,missense|LC,6034288630,6,34288630,
PARP4,ENSG00000102699,0.00300713903102823,0.00170663979402885,0.017367733488405,0.000686455305607409,missense|LC,13024420989,13,24420989,
PDIA2,ENSG00000185615,0.00306186533855379,0.0440773376636375,0.00160994579008122,0.000557171227235829,missense|LC,16000280625,16,280625,
DNAJC3,ENSG00000102580,0.00317091073336639,0.00154114942561079,0.152162318835549,-0.00309175408607603,missense|LC,13095677176,13,95677176,
HNRNPCL1,ENSG00000179172,0.00317475114205001,0.00234293040223699,0.0272944296946916,-0.00160808452402499,missense|LC,1012847316,1,12847316,
H2AB1,ENSG00000274183,0.00319574828620939,0.00201992949601038,0.0401605451375622,-0.00741282790244543,missense|LC,23154885188,X,154885188,
DHX34,ENSG00000134815,0.00321716123922944,0.390666732221435,0.00152066869557199,0.00027053640759339,missense|LC,19047352852,19,47352852,
ZBTB48,ENSG00000204859,0.00326908799834158,0.0158084853244279,0.00249757365880976,0.00133083067039893,missense|LC,1006574995,1,6574995,
IFRD2,ENSG00000214706,0.00328299625427098,0.00162423766441788,0.0518461138515576,-0.00113585706078979,missense|LC,3050286332,3,50286332,
ADRA1A,ENSG00000120907,0.0032889221053406,0.0512200813988288,0.00218349122601436,0.00144801405404485,missense|LC,8026756358,8,26756358,
AC002094.3,ENSG00000273171,0.00332419438611609,0.0626665164555145,0.0016395922026331,-0.00197449058036765,missense|LC,17028359308,17,28359308,
SLFN12,ENSG00000172123,0.00335176039457186,0.00187617951975061,0.0410183588328999,-0.00162672615115271,missense|LC,17035411304,17,35411304,
LASP1,ENSG00000002834,0.00335730009104229,0.0577118319550923,0.00191841447539032,-0.00292836824868814,missense|LC,17038870102,17,38870102,
LCP1,ENSG00000136167,0.00347205014138208,0.00392806523230471,0.00376054997911246,0.00155829549363585,missense|LC,13046121030,13,46121030,
CACNA1S,ENSG00000081248,0.00348004318775097,0.00165091505749726,0.169473648219672,0.000854088725129583,missense|LC,1201039719,1,201039719,
OR2A7,ENSG00000243896,0.00349062591019811,0.00330903779953062,0.00802166085429301,-0.00120943834594536,missense|LC,7144258669,7,144258669,
DDX1,ENSG00000079785,0.00349470030086552,0.00190555482383992,0.0531093246149008,-0.00304148518268332,missense|LC,2015591831,2,15591831,
NFE2L1,ENSG00000082641,0.00358882703867702,0.00165700488138554,0.173746989127342,-0.00220011934043437,missense|LC,17048043439,17,48043439,
ANO1,ENSG00000131620,0.0036717903523289,0.131274584462884,0.002154475471425,0.000669952849877964,missense|LC,11070078536,11,70078536,
YBX3,ENSG00000060138,0.00374827291762259,0.501355487266701,0.00202530333374185,-0.000276278822169972,missense|LC,12010701860,12,10701860,
ZBTB32,ENSG00000011590,0.00377336063422062,0.00169485839594741,0.449208155772516,-0.00279492559767183,missense|LC,19035714528,19,35714528,
AIPL1,ENSG00000129221,0.0037988219955789,0.00321627729870722,0.00708438811438028,-0.00108381405646312,missense|LC,17006425345,17,6425345,
NOTO,ENSG00000214513,0.00381325889432038,0.00287046094976462,0.0205769702472394,0.00201736013446678,missense|LC,2073202574,2,73202574,
RBBP8NL,ENSG00000130701,0.00381987385174087,0.233210610126173,0.00224517725112017,0.000521793271765221,missense|LC,20062406855,20,62406855,
TNMD,ENSG00000000005,0.00382643561959639,0.00348553328339607,0.00526229885503493,-0.00255678280611964,missense|LC,23100584959,X,100584959,
MAPK1,ENSG00000100030,0.00386375163110453,0.0337554282941305,0.00325810792777514,-0.0017078283147488,missense|LC,22021769190,22,21769190,
PRAMEF6,ENSG00000232423,0.00386859239633686,0.00664575538659073,0.00360251493254227,-0.001845438443988,missense|LC,1012938618,1,12938618,
RPS6KA1,ENSG00000117676,0.00395918048359101,0.0233540128636323,0.0028312446967429,-0.00218993414408578,missense|LC,1026545844,1,26545844,
DBX2,ENSG00000185610,0.00400773601309201,0.00551842002285874,0.00350695126792822,0.00126789557145601,missense|LC,12045016187,12,45016187,
CAB39L,ENSG00000102547,0.00402888798468071,0.00227990153067559,0.0168746241308588,0.00286317799775169,missense|LC,13049310737,13,49310737,
FBXO40,ENSG00000163833,0.00404155648250193,0.00259797374433579,0.0212008226876469,-0.00122465775116477,missense|LC,3121620484,3,121620484,
NDC1,ENSG00000058804,0.00404511615508918,0.00349532278439624,0.00814084858939013,0.00194636589700277,missense|LC,1053767950,1,53767950,
AQP10,ENSG00000143595,0.0040792607873541,0.00311901405449011,0.00868407465239951,-0.00313471300990018,missense|LC,1154321097,1,154321097,
DEFA3,ENSG00000239839,0.00410011262243648,0.0502078381199114,0.00360416716238088,0.00240441244031996,missense|LC,8007015964,8,7015964,
PDLIM7,ENSG00000196923,0.00421938287743795,0.00255599994387512,0.048760154664609,-0.00134675398763025,missense|LC,5177483605,5,177483605,
OLR1,ENSG00000173391,0.00426607171552729,0.00236883348392558,0.0832362552408219,-0.0045133451934131,missense|LC,12010159787,12,10159787,
GOPC,ENSG00000047932,0.00430005901622421,0.00250385148119703,0.317936851465611,-0.00331124528056731,missense|LC,6117563187,6,117563187,
ALYREF,ENSG00000183684,0.00432269300150134,0.00483669263407793,0.00787247845342787,0.00376560275302897,missense|LC,17081888021,17,81888021,
ADGRA2,ENSG00000020181,0.00440765788231234,0.00930306866086039,0.00516520254434027,0.000778485906092535,missense|LC,8037797174,8,37797174,
ZNF512,ENSG00000243943,0.0044206078994139,0.850134451820909,0.00214556006956723,0.000170702590637084,missense|LC,2027578054,2,27578054,
GJC2,ENSG00000198835,0.00444394361435907,0.00232599224335273,0.0269529555301755,0.00160131730350483,missense|LC,1228145416,1,228145416,
PRKAR2B,ENSG00000005249,0.00445493940978969,0.38468453374419,0.00222032072367317,-0.00114473861966668,missense|LC,7107044818,7,107044818,
NDUFAF8,ENSG00000224877,0.00446615490737845,0.22025035690754,0.00235257653668763,0.00266780431931723,missense|LC,17081236627,17,81236627,
NOL10,ENSG00000115761,0.0044825094660591,0.0027427955917213,0.267403777995174,-0.0016077014985031,missense|LC,2010571972,2,10571972,
STARD5,ENSG00000172345,0.00454905074775247,0.00359542075092967,0.0349465500895639,-0.0016795334988913,missense|LC,15081305805,15,81305805,
CCL24,ENSG00000106178,0.00464163515572924,0.0338462058339783,0.00288498954942562,0.00748151622265282,missense|LC,7075811731,7,75811731,
SLC2A6,ENSG00000160326,0.00464250184312831,0.00231941347945663,0.0178043357243305,-0.00127666358522985,missense|LC,9133467885,9,133467885,
RPL15,ENSG00000174748,0.00467146635644478,0.0529829060851504,0.0025760403294488,0.00435297517478931,missense|LC,3023917766,3,23917766,
CAMK1G,ENSG00000008118,0.00468449458035147,0.00923448573875429,0.00355290236693684,0.0017790147029579,missense|LC,1209594927,1,209594927,
SAA4,ENSG00000148965,0.00474590904256189,0.281700332230793,0.00258574817654433,0.000793356731298688,missense|LC,11018231369,11,18231369,
CAPN7,ENSG00000131375,0.00476596838324284,0.0609932041196057,0.00330624961115988,0.00102565006364557,missense|LC,3015206445,3,15206445,
OSBPL9,ENSG00000117859,0.00483006809690112,0.298566693902963,0.0034562623589961,-0.000640864187867008,missense|LC,1051616943,1,51616943,
RPS6KL1,ENSG00000198208,0.0048443354605866,0.378199414854712,0.00210286517219149,0.000609727474725673,missense|LC,14074899875,14,74899875,
AC098484.3,ENSG00000283580,0.00501971724269112,0.00326971348859917,0.0404172152680755,-0.00339038255885486,missense|LC,1042762310,1,42762310,
DDX3Y,ENSG00000067048,0.00503349636050476,0.437028641092643,0.00304467368480632,0.000935478812615192,missense|LC,24012904896,Y,12904896,
SDCBP2,ENSG00000125775,0.00506337096612108,0.00337571850853469,0.0851225056879675,0.00164662118863251,missense|LC,20001304911,20,1304911,
SAA2-SAA4,ENSG00000255071,0.00511994277503824,0.597165563560674,0.00268422656676259,0.000366461897044098,missense|LC,11018231427,11,18231427,
C1QTNF9,ENSG00000240654,0.0051619085903708,0.0048696909060687,0.00661205912036733,-0.00185862074114764,missense|LC,13024302544,13,24302544,
RPL27,ENSG00000131469,0.00518937013318788,0.018727152609449,0.00313725083758365,-0.0093148112993129,missense|LC,17042998706,17,42998706,
DLAT,ENSG00000150768,0.00519376253044856,0.00385893485957556,0.0185537358209632,-0.00160170099054015,missense|LC,11112025347,11,112025347,
MAF1,ENSG00000179632,0.00525696757449334,0.00758856478835723,0.00559359359380385,0.00340056019196695,missense|LC,8144099464,8,144099464,
IL12B,ENSG00000113302,0.00528128428945429,0.00458473344793631,0.00729542958274421,0.00200002520033821,missense|LC,5159316596,5,159316596,
SLC12A6,ENSG00000140199,0.00529909630202297,0.95990132002748,0.00255423121967857,-0.0000287158493511507,missense|LC,15034225060,15,34225060,
SLC6A18,ENSG00000164363,0.00529993694996989,0.0338008065990323,0.00291505754355925,0.000785203562082117,missense|LC,5001221040,5,1221040,
OR52K1,ENSG00000196778,0.00535208458293135,0.0860319530329404,0.00282726735210703,-0.00154871164606225,missense|LC,11004488862,11,4488862,
BICD2,ENSG00000185963,0.00537511068466168,0.0796100507292075,0.00329399807152864,-0.000881601144322565,missense|LC,9092713363,9,92713363,
PTF1A,ENSG00000168267,0.00544446435347168,0.00259057596473655,0.206123830275005,-0.00275591378830284,missense|LC,10023192400,10,23192400,
MCTP2,ENSG00000140563,0.00544845402773786,0.152822471737493,0.00277846075282351,-0.000755988228699543,missense|LC,15094298212,15,94298212,
PHOX2A,ENSG00000165462,0.00548588383720228,0.00648689614836528,0.00872791939113804,0.00346594447041073,missense|LC,11072234247,11,72234247,
ALB,ENSG00000163631,0.00556016547876514,0.00269291746458111,0.443455528181315,0.00229244410477823,missense|LC,4073404285,4,73404285,
BTG4,ENSG00000137707,0.0055602678507527,0.00335028123195047,0.0369479944769885,0.00357024578258841,missense|LC,11111494798,11,111494798,
HECW2,ENSG00000138411,0.00564985797683359,0.00552817265613759,0.0142507273386885,-0.00143434212116053,missense|LC,2196201251,2,196201251,
FAM220A,ENSG00000178397,0.00566165444084676,0.0139362618096928,0.00432348828194007,-0.00157701839364999,missense|LC,7006330306,7,6330306,
AC009412.1,ENSG00000286075,0.00566165444084676,0.0139362618096928,0.00432348828194007,-0.00157701839364999,missense|LC,7006330306,7,6330306,
FBXO7,ENSG00000100225,0.00566537782674059,0.284004243888863,0.00303516883994914,0.000724786828041856,missense|LC,22032474913,22,32474913,
HADHA,ENSG00000084754,0.0056655879573444,0.00302012406009022,0.0526737998939759,0.0019770233829267,missense|LC,2026186105,2,26186105,
SLA2,ENSG00000101082,0.00567603112168091,0.00285717192004942,0.0686392977341888,-0.00253640759923147,missense|LC,20036607608,20,36607608,
TAS2R50,ENSG00000212126,0.00572213140611955,0.097837389791276,0.00293626818485759,0.00186312480409143,missense|LC,12010985881,12,10985881,
PRR15L,ENSG00000167183,0.00572641792235395,0.00487260261111855,0.0431982581594584,-0.00208689834887653,missense|LC,17047952832,17,47952832,
ZNF285,ENSG00000267508,0.00575427687218333,0.00385175431715989,0.019632501971249,-0.00109136010966164,missense|LC,19044386374,19,44386374,
CYP2C19,ENSG00000165841,0.00576596985602418,0.0128084478849781,0.004611432758307,0.000991385906420184,missense|LC,10094762629,10,94762629,
TRABD,ENSG00000170638,0.00580783598484158,0.0850846422961797,0.0029603522992564,0.0016028038505127,missense|LC,22050193014,22,50193014,
CBS,ENSG00000160200,0.00584898763267849,0.00447944524557675,0.0152656649657592,-0.0200324889197635,missense|LC,21043065202,21,43065202,
PGLYRP3,ENSG00000159527,0.00584911087067141,0.0472775186900671,0.00305515361833197,0.000955094666525657,missense|LC,1153297863,1,153297863,
AL441992.2,ENSG00000286112,0.00585867087726921,0.807728489635009,0.00292844478110077,-0.0000873318873326626,missense|LC,9128818532,9,128818532,
KYAT1,ENSG00000171097,0.0058786755316067,0.852074596680512,0.00293527733015408,-0.000065636910279844,missense|LC,9128828649,9,128828649,
ALPK3,ENSG00000136383,0.00594595436722667,0.356900212346224,0.00294559533071048,0.000309351299587789,missense|LC,15084816739,15,84816739,
C1orf50,ENSG00000164008,0.0059670206069854,0.00312928795551715,0.0963766383300104,-0.00265959027176766,missense|LC,1042762250,1,42762250,
TRIM29,ENSG00000137699,0.00598575351625519,0.0265930266459314,0.00386107208510689,0.00095812026721631,missense|LC,11120112312,11,120112312,
AKNAD1,ENSG00000162641,0.00600677258651416,0.0116190925256374,0.00493943730381763,0.000736788812905568,missense|LC,1108816063,1,108816063,
AGPAT1,ENSG00000204310,0.0060508730120914,0.611403886810053,0.00311785601021719,-0.00116985435554309,missense|LC,6032166087,6,32166087,
ASDURF,ENSG00000286053,0.00605388942818896,0.00381680932863893,0.00838301454700163,-0.0288304075934222,missense|LC,2189666040,2,189666040,
PRG4,ENSG00000116690,0.00616593694410739,0.0685298671759533,0.00316582613432004,-0.000644177267402186,missense|LC,1186296829,1,186296829,
SCFD1,ENSG00000092108,0.00619574039585635,0.00414008273074273,0.0229447956160027,0.00173764118726472,missense|LC,14030622216,14,30622216,
RNASEK,ENSG00000219200,0.00625298702227772,0.00372398296292009,0.0301293148383305,-0.00295351353012304,missense|LC,17007009690,17,7009690,
PPP2R3A,ENSG00000073711,0.00625693371808711,0.792795887817926,0.00313613245634781,-0.0000924739445747902,missense|LC,3136001442,3,136001442,
SMC4,ENSG00000113810,0.00629458378646686,0.0865551857898893,0.00308453123805008,0.00106360718248496,missense|LC,3160400694,3,160400694,
MAP3K6,ENSG00000142733,0.00640253154963422,0.099879586557083,0.00314997780167392,-0.000654956949282338,missense|LC,1027350184,1,27350184,
WAC,ENSG00000095787,0.00644917214822927,0.00309320674175484,0.570375874406776,-0.00301484980749524,missense|LC,10028533494,10,28533494,
SPOCK1,ENSG00000152377,0.00646632171245798,0.111873126815001,0.0039993627385394,0.00215375304464313,missense|LC,5136978559,5,136978559,
FAM151A,ENSG00000162391,0.00647174679403284,0.0033728935606232,0.162874366643619,0.00105252423025711,missense|LC,1054604274,1,54604274,
AC008687.8,ENSG00000283663,0.00649592883709227,0.00354149922423885,0.116288325829615,0.00515062354187653,missense|LC,19049054131,19,49054131,
TEX22,ENSG00000226174,0.00656140404863892,0.00363760905477073,0.137440504169302,0.00482057228523299,missense|LC,14105394121,14,105394121,
FMO2,ENSG00000094963,0.00663419215875993,0.0792833916053783,0.00333885403967427,0.000646803677957641,missense|LC,1171185628,1,171185628,
CXCL8,ENSG00000169429,0.00666069685980608,0.850804265198334,0.00339667989081338,-0.000400099598925814,missense|LC,4073740598,4,73740598,
PFKFB4,ENSG00000114268,0.00667481666996483,0.00861834693727137,0.0179895552106635,-0.00284326320009844,missense|LC,3048519704,3,48519704,
ZNF224,ENSG00000267680,0.00667851887362414,0.012339856574334,0.00859890387955153,0.00151271959601253,missense|LC,19044097781,19,44097781,
OPN3,ENSG00000054277,0.00668096549174679,0.0101325046201229,0.00535457273873341,-0.00146778729415013,missense|LC,1241588707,1,241588707,
FITM1,ENSG00000139914,0.00670348086614059,0.862300333004982,0.00403454583475127,0.00011604415311724,missense|LC,14024131488,14,24131488,
OPHN1,ENSG00000079482,0.00677360281116768,0.151992959888985,0.00341579268958903,0.00075799773300193,missense|LC,23068048373,X,68048373,
PRKN,ENSG00000185345,0.00681578178448761,0.430770293550585,0.00353270607108103,-0.000377066406508051,missense|LC,6161350080,6,161350080,
C1orf68,ENSG00000198854,0.00688585944568887,0.157892505222203,0.00344492852221645,-0.00192939104686447,missense|LC,1152719440,1,152719440,
ADAM9,ENSG00000168615,0.00688829491660148,0.00422121157164357,0.0156113193828957,0.0349205966840484,missense|LC,8038993502,8,38993502,
TMEM82,ENSG00000162460,0.00693753702066879,0.155910744758122,0.00345281855568258,-0.00052781739334661,missense|LC,1015737840,1,15737840,
CCNB1IP1,ENSG00000100814,0.00696700613274714,0.249530496782731,0.00348452849360137,-0.00164894913813433,missense|LC,14020311492,14,20311492,
RIMBP2,ENSG00000060709,0.00701806699422947,0.00399680137181813,0.228538444220163,-0.00112977145033818,missense|LC,12130399080,12,130399080,
MTPN,ENSG00000105887,0.00704035985007601,0.230362694502435,0.00381653387326297,0.00534362298578529,missense|LC,7135927220,7,135927220,
RHOC,ENSG00000155366,0.00715035744102166,0.00373675042607069,0.207401153923102,-0.0039724324086168,missense|LC,1112696133,1,112696133,
CKM,ENSG00000104879,0.0071650293860086,0.00468406693375911,0.0138603612982172,0.00159024791012737,missense|LC,19045302229,19,45302229,
ADH1A,ENSG00000187758,0.00725401607217091,0.00354166997010885,0.180044949827174,-0.00344401800708527,missense|LC,4099276568,4,99276568,
NR2C2,ENSG00000177463,0.0072873433391063,0.00397702235516095,0.0613894041481535,0.00202288505132259,missense|LC,3015003915,3,15003915,
IGDCC4,ENSG00000103742,0.00736510611736763,0.0117317184552862,0.00687461070743822,-0.000889237566585815,missense|LC,15065377571,15,65377571,
CD80,ENSG00000121594,0.00742638404802609,0.00545464253189953,0.0217478200371186,0.00331370464275831,missense|LC,3119523515,3,119523515,
TMPRSS11B,ENSG00000185873,0.00749587915972694,0.00448641583798937,0.0336161780698474,0.00193768439760681,missense|LC,4068227836,4,68227836,
C21orf62,ENSG00000205929,0.007544905765412,0.0695893617917941,0.00492677192925628,-0.0014045462506857,missense|LC,21032793703,21,32793703,
COX20,ENSG00000203667,0.00755000025146835,0.00459986923217959,0.0297490905054361,-0.0032180003992923,missense|LC,1244835631,1,244835631,
RAB34,ENSG00000109113,0.00756532545114275,0.0244957613263339,0.00578291554979304,-0.0037098737932078,missense|LC,17028710721,17,28710721,
TMEM223,ENSG00000168569,0.00764926401298394,0.0146600219892324,0.00566347983039661,-0.00156582883111809,missense|LC,11062786147,11,62786147,
SLC7A5,ENSG00000103257,0.00769401594429786,0.00397931101314097,0.0621440741649223,0.00177496025175348,missense|LC,16087832916,16,87832916,
